6124
disgust scream smile squint surprise neutral
train_1522.jpg -1 1 -1 -1 -1 -1
train_1523.jpg -1 -1 -1 -1 -1 1
train_1524.jpg -1 -1 -1 1 -1 -1
train_1525.jpg -1 1 -1 -1 -1 -1
train_1526.jpg -1 -1 -1 -1 1 -1
train_1527.jpg -1 -1 -1 -1 -1 1
train_1528.jpg 1 -1 -1 -1 -1 -1
train_1529.jpg -1 -1 -1 -1 -1 1
train_1530.jpg 1 -1 -1 -1 -1 -1
train_1531.jpg -1 -1 -1 -1 -1 1
train_1532.jpg -1 -1 -1 -1 -1 1
train_1533.jpg -1 1 -1 -1 -1 -1
train_1534.jpg -1 1 -1 -1 -1 -1
train_1535.jpg -1 -1 -1 1 -1 -1
train_1536.jpg -1 -1 -1 -1 -1 1
train_1537.jpg -1 -1 1 -1 -1 -1
train_1538.jpg 1 -1 -1 -1 -1 -1
train_1539.jpg -1 1 -1 -1 -1 -1
train_1540.jpg -1 -1 -1 -1 -1 1
train_1541.jpg -1 -1 -1 -1 1 -1
train_1542.jpg -1 -1 -1 -1 1 -1
train_1543.jpg -1 -1 -1 1 -1 -1
train_1544.jpg 1 -1 -1 -1 -1 -1
train_1545.jpg -1 -1 -1 1 -1 -1
train_1546.jpg -1 -1 1 -1 -1 -1
train_1547.jpg -1 -1 -1 -1 -1 1
train_1548.jpg -1 -1 -1 1 -1 -1
train_1549.jpg -1 -1 -1 -1 1 -1
train_1550.jpg 1 -1 -1 -1 -1 -1
train_1551.jpg -1 -1 -1 -1 -1 1
train_1552.jpg -1 1 -1 -1 -1 -1
train_1553.jpg 1 -1 -1 -1 -1 -1
train_1554.jpg -1 -1 1 -1 -1 -1
train_1555.jpg -1 1 -1 -1 -1 -1
train_1556.jpg -1 -1 1 -1 -1 -1
train_1557.jpg -1 -1 -1 -1 -1 1
train_1558.jpg -1 -1 1 -1 -1 -1
train_1559.jpg -1 -1 1 -1 -1 -1
train_1560.jpg -1 -1 1 -1 -1 -1
train_1561.jpg -1 1 -1 -1 -1 -1
train_1562.jpg -1 -1 -1 -1 -1 1
train_1563.jpg -1 -1 1 -1 -1 -1
train_1564.jpg -1 -1 -1 -1 -1 1
train_1565.jpg -1 -1 -1 -1 -1 1
train_1566.jpg -1 -1 -1 1 -1 -1
train_1567.jpg 1 -1 -1 -1 -1 -1
train_1568.jpg 1 -1 -1 -1 -1 -1
train_1569.jpg -1 -1 -1 -1 1 -1
train_1570.jpg -1 1 -1 -1 -1 -1
train_1571.jpg 1 -1 -1 -1 -1 -1
train_1572.jpg -1 -1 -1 -1 -1 1
train_1573.jpg -1 -1 -1 -1 -1 1
train_1574.jpg 1 -1 -1 -1 -1 -1
train_1575.jpg -1 -1 -1 -1 1 -1
train_1576.jpg -1 -1 1 -1 -1 -1
train_1577.jpg 1 -1 -1 -1 -1 -1
train_1578.jpg -1 -1 1 -1 -1 -1
train_1579.jpg 1 -1 -1 -1 -1 -1
train_1580.jpg -1 -1 -1 1 -1 -1
train_1581.jpg -1 -1 -1 -1 -1 1
train_1582.jpg -1 -1 1 -1 -1 -1
train_1583.jpg -1 -1 1 -1 -1 -1
train_1584.jpg -1 -1 1 -1 -1 -1
train_1585.jpg -1 -1 -1 -1 -1 1
train_1586.jpg -1 -1 1 -1 -1 -1
train_1587.jpg -1 -1 1 -1 -1 -1
train_1588.jpg -1 -1 1 -1 -1 -1
train_1589.jpg -1 -1 -1 1 -1 -1
train_1590.jpg -1 -1 1 -1 -1 -1
train_1591.jpg -1 -1 -1 1 -1 -1
train_1592.jpg -1 -1 -1 -1 1 -1
train_1593.jpg -1 1 -1 -1 -1 -1
train_1594.jpg -1 -1 -1 -1 -1 1
train_1595.jpg 1 -1 -1 -1 -1 -1
train_1596.jpg 1 -1 -1 -1 -1 -1
train_1597.jpg -1 -1 -1 1 -1 -1
train_1598.jpg 1 -1 -1 -1 -1 -1
train_1599.jpg -1 -1 1 -1 -1 -1
train_1600.jpg -1 -1 -1 -1 -1 1
train_1601.jpg -1 1 -1 -1 -1 -1
train_1602.jpg -1 -1 -1 -1 -1 1
train_1603.jpg 1 -1 -1 -1 -1 -1
train_1604.jpg -1 -1 -1 -1 -1 1
train_1605.jpg -1 -1 -1 1 -1 -1
train_1606.jpg -1 -1 1 -1 -1 -1
train_1607.jpg -1 1 -1 -1 -1 -1
train_1608.jpg -1 -1 -1 -1 1 -1
train_1609.jpg 1 -1 -1 -1 -1 -1
train_1610.jpg -1 -1 -1 -1 1 -1
train_1611.jpg -1 -1 -1 -1 -1 1
train_1612.jpg -1 -1 1 -1 -1 -1
train_1613.jpg -1 1 -1 -1 -1 -1
train_1614.jpg -1 -1 -1 -1 -1 1
train_1615.jpg -1 -1 1 -1 -1 -1
train_1616.jpg 1 -1 -1 -1 -1 -1
train_1617.jpg -1 -1 1 -1 -1 -1
train_1618.jpg -1 -1 -1 1 -1 -1
train_1619.jpg -1 -1 1 -1 -1 -1
train_1620.jpg 1 -1 -1 -1 -1 -1
train_1621.jpg -1 -1 1 -1 -1 -1
train_1622.jpg -1 -1 1 -1 -1 -1
train_1623.jpg -1 1 -1 -1 -1 -1
train_1624.jpg -1 -1 -1 -1 1 -1
train_1625.jpg -1 1 -1 -1 -1 -1
train_1626.jpg 1 -1 -1 -1 -1 -1
train_1627.jpg -1 -1 -1 1 -1 -1
train_1628.jpg -1 -1 1 -1 -1 -1
train_1629.jpg -1 1 -1 -1 -1 -1
train_1630.jpg -1 -1 -1 1 -1 -1
train_1631.jpg -1 -1 -1 -1 -1 1
train_1632.jpg -1 -1 1 -1 -1 -1
train_1633.jpg -1 -1 1 -1 -1 -1
train_1634.jpg 1 -1 -1 -1 -1 -1
train_1635.jpg -1 1 -1 -1 -1 -1
train_1636.jpg -1 1 -1 -1 -1 -1
train_1637.jpg -1 -1 -1 -1 -1 1
train_1638.jpg -1 -1 -1 -1 1 -1
train_1639.jpg -1 -1 -1 1 -1 -1
train_1640.jpg -1 -1 -1 -1 1 -1
train_1641.jpg -1 -1 -1 -1 1 -1
train_1642.jpg -1 -1 -1 1 -1 -1
train_1643.jpg -1 -1 1 -1 -1 -1
train_1644.jpg -1 1 -1 -1 -1 -1
train_1645.jpg -1 -1 -1 -1 -1 1
train_1646.jpg -1 -1 1 -1 -1 -1
train_1647.jpg -1 -1 -1 -1 1 -1
train_1648.jpg -1 -1 1 -1 -1 -1
train_1649.jpg -1 -1 -1 -1 -1 1
train_1650.jpg 1 -1 -1 -1 -1 -1
train_1651.jpg -1 -1 1 -1 -1 -1
train_1652.jpg -1 -1 -1 -1 -1 1
train_1653.jpg -1 -1 -1 -1 1 -1
train_1654.jpg -1 -1 1 -1 -1 -1
train_1655.jpg -1 -1 1 -1 -1 -1
train_1656.jpg -1 -1 -1 -1 1 -1
train_1657.jpg -1 1 -1 -1 -1 -1
train_1658.jpg -1 -1 -1 -1 1 -1
train_1659.jpg -1 -1 1 -1 -1 -1
train_1660.jpg -1 -1 -1 -1 -1 1
train_1661.jpg -1 -1 -1 -1 -1 1
train_1662.jpg -1 -1 -1 1 -1 -1
train_1663.jpg -1 -1 -1 1 -1 -1
train_1664.jpg -1 -1 1 -1 -1 -1
train_1665.jpg -1 -1 1 -1 -1 -1
train_1666.jpg -1 -1 -1 -1 -1 1
train_1667.jpg -1 -1 1 -1 -1 -1
train_1668.jpg -1 -1 -1 -1 -1 1
train_1669.jpg -1 -1 1 -1 -1 -1
train_1670.jpg 1 -1 -1 -1 -1 -1
train_1671.jpg -1 1 -1 -1 -1 -1
train_1672.jpg -1 -1 -1 -1 1 -1
train_1673.jpg -1 -1 -1 -1 1 -1
train_1674.jpg -1 -1 -1 -1 -1 1
train_1675.jpg -1 1 -1 -1 -1 -1
train_1676.jpg -1 1 -1 -1 -1 -1
train_1677.jpg 1 -1 -1 -1 -1 -1
train_1678.jpg -1 -1 1 -1 -1 -1
train_1679.jpg -1 -1 -1 -1 -1 1
train_1680.jpg -1 -1 1 -1 -1 -1
train_1681.jpg -1 -1 -1 -1 1 -1
train_1682.jpg 1 -1 -1 -1 -1 -1
train_1683.jpg -1 -1 -1 -1 -1 1
train_1684.jpg -1 -1 1 -1 -1 -1
train_1685.jpg -1 1 -1 -1 -1 -1
train_1686.jpg -1 -1 -1 -1 1 -1
train_1687.jpg -1 1 -1 -1 -1 -1
train_1688.jpg -1 -1 -1 1 -1 -1
train_1689.jpg -1 -1 -1 -1 -1 1
train_1690.jpg 1 -1 -1 -1 -1 -1
train_1691.jpg -1 1 -1 -1 -1 -1
train_1692.jpg -1 1 -1 -1 -1 -1
train_1693.jpg -1 -1 1 -1 -1 -1
train_1694.jpg 1 -1 -1 -1 -1 -1
train_1695.jpg -1 -1 -1 -1 1 -1
train_1696.jpg 1 -1 -1 -1 -1 -1
train_1697.jpg -1 -1 -1 -1 -1 1
train_1698.jpg -1 -1 1 -1 -1 -1
train_1699.jpg -1 -1 -1 1 -1 -1
train_1700.jpg -1 -1 -1 1 -1 -1
train_1701.jpg -1 -1 1 -1 -1 -1
train_1702.jpg -1 1 -1 -1 -1 -1
train_1703.jpg 1 -1 -1 -1 -1 -1
train_1704.jpg -1 -1 -1 1 -1 -1
train_1705.jpg -1 -1 -1 -1 -1 1
train_1706.jpg -1 1 -1 -1 -1 -1
train_1707.jpg -1 1 -1 -1 -1 -1
train_1708.jpg 1 -1 -1 -1 -1 -1
train_1709.jpg -1 -1 1 -1 -1 -1
train_1710.jpg -1 -1 1 -1 -1 -1
train_1711.jpg -1 -1 -1 -1 -1 1
train_1712.jpg -1 -1 1 -1 -1 -1
train_1713.jpg -1 1 -1 -1 -1 -1
train_1714.jpg -1 1 -1 -1 -1 -1
train_1715.jpg -1 -1 1 -1 -1 -1
train_1716.jpg -1 -1 1 -1 -1 -1
train_1717.jpg -1 -1 -1 -1 -1 1
train_1718.jpg -1 -1 1 -1 -1 -1
train_1719.jpg 1 -1 -1 -1 -1 -1
train_1720.jpg -1 -1 -1 -1 -1 1
train_1721.jpg -1 -1 1 -1 -1 -1
train_1722.jpg -1 -1 -1 -1 1 -1
train_1723.jpg -1 -1 -1 1 -1 -1
train_1724.jpg -1 -1 -1 1 -1 -1
train_1725.jpg -1 -1 -1 1 -1 -1
train_1726.jpg -1 -1 -1 -1 1 -1
train_1727.jpg -1 -1 -1 -1 -1 1
train_1728.jpg -1 -1 1 -1 -1 -1
train_1729.jpg -1 -1 -1 -1 -1 1
train_1730.jpg -1 -1 1 -1 -1 -1
train_1731.jpg -1 -1 -1 1 -1 -1
train_1732.jpg -1 -1 -1 -1 -1 1
train_1733.jpg -1 -1 -1 1 -1 -1
train_1734.jpg -1 -1 -1 1 -1 -1
train_1735.jpg -1 1 -1 -1 -1 -1
train_1736.jpg -1 -1 1 -1 -1 -1
train_1737.jpg -1 -1 -1 -1 1 -1
train_1738.jpg -1 1 -1 -1 -1 -1
train_1739.jpg -1 -1 -1 -1 1 -1
train_1740.jpg -1 -1 -1 -1 -1 1
train_1741.jpg -1 1 -1 -1 -1 -1
train_1742.jpg -1 -1 -1 1 -1 -1
train_1743.jpg -1 -1 -1 1 -1 -1
train_1744.jpg -1 1 -1 -1 -1 -1
train_1745.jpg -1 1 -1 -1 -1 -1
train_1746.jpg -1 -1 -1 -1 -1 1
train_1747.jpg -1 1 -1 -1 -1 -1
train_1748.jpg -1 -1 1 -1 -1 -1
train_1749.jpg -1 -1 -1 -1 1 -1
train_1750.jpg -1 -1 -1 -1 -1 1
train_1751.jpg -1 -1 -1 -1 1 -1
train_1752.jpg -1 1 -1 -1 -1 -1
train_1753.jpg 1 -1 -1 -1 -1 -1
train_1754.jpg -1 -1 -1 -1 -1 1
train_1755.jpg -1 -1 -1 1 -1 -1
train_1756.jpg -1 -1 -1 -1 -1 1
train_1757.jpg -1 -1 1 -1 -1 -1
train_1758.jpg -1 -1 1 -1 -1 -1
train_1759.jpg 1 -1 -1 -1 -1 -1
train_1760.jpg -1 1 -1 -1 -1 -1
train_1761.jpg -1 -1 1 -1 -1 -1
train_1762.jpg -1 -1 1 -1 -1 -1
train_1763.jpg -1 -1 -1 -1 1 -1
train_1764.jpg -1 -1 -1 1 -1 -1
train_1765.jpg -1 1 -1 -1 -1 -1
train_1766.jpg -1 -1 -1 -1 -1 1
train_1767.jpg -1 1 -1 -1 -1 -1
train_1768.jpg -1 1 -1 -1 -1 -1
train_1769.jpg -1 1 -1 -1 -1 -1
train_1770.jpg -1 1 -1 -1 -1 -1
train_1771.jpg -1 1 -1 -1 -1 -1
train_1772.jpg -1 1 -1 -1 -1 -1
train_1773.jpg 1 -1 -1 -1 -1 -1
train_1774.jpg -1 -1 -1 1 -1 -1
train_1775.jpg -1 -1 1 -1 -1 -1
train_1776.jpg -1 1 -1 -1 -1 -1
train_1777.jpg -1 1 -1 -1 -1 -1
train_1778.jpg -1 -1 1 -1 -1 -1
train_1779.jpg -1 1 -1 -1 -1 -1
train_1780.jpg -1 -1 1 -1 -1 -1
train_1781.jpg -1 -1 -1 -1 -1 1
train_1782.jpg -1 -1 1 -1 -1 -1
train_1783.jpg -1 -1 1 -1 -1 -1
train_1784.jpg -1 -1 -1 -1 -1 1
train_1785.jpg 1 -1 -1 -1 -1 -1
train_1786.jpg -1 -1 -1 -1 1 -1
train_1787.jpg -1 -1 -1 1 -1 -1
train_1788.jpg -1 -1 1 -1 -1 -1
train_1789.jpg -1 -1 -1 -1 1 -1
train_1790.jpg -1 -1 -1 -1 -1 1
train_1791.jpg -1 -1 1 -1 -1 -1
train_1792.jpg -1 -1 -1 -1 1 -1
train_1793.jpg -1 -1 1 -1 -1 -1
train_1794.jpg -1 -1 -1 1 -1 -1
train_1795.jpg -1 -1 -1 -1 -1 1
train_1796.jpg -1 -1 1 -1 -1 -1
train_1797.jpg 1 -1 -1 -1 -1 -1
train_1798.jpg -1 -1 -1 1 -1 -1
train_1799.jpg -1 -1 1 -1 -1 -1
train_1800.jpg -1 -1 1 -1 -1 -1
train_1801.jpg 1 -1 -1 -1 -1 -1
train_1802.jpg -1 1 -1 -1 -1 -1
train_1803.jpg -1 1 -1 -1 -1 -1
train_1804.jpg -1 -1 -1 1 -1 -1
train_1805.jpg -1 -1 -1 -1 -1 1
train_1806.jpg -1 -1 -1 -1 1 -1
train_1807.jpg -1 -1 -1 -1 -1 1
train_1808.jpg -1 -1 1 -1 -1 -1
train_1809.jpg -1 -1 1 -1 -1 -1
train_1810.jpg -1 -1 -1 -1 1 -1
train_1811.jpg -1 -1 -1 -1 -1 1
train_1812.jpg -1 -1 -1 1 -1 -1
train_1813.jpg 1 -1 -1 -1 -1 -1
train_1814.jpg 1 -1 -1 -1 -1 -1
train_1815.jpg -1 -1 -1 -1 1 -1
train_1816.jpg -1 -1 -1 -1 1 -1
train_1817.jpg -1 -1 -1 1 -1 -1
train_1818.jpg 1 -1 -1 -1 -1 -1
train_1819.jpg -1 -1 1 -1 -1 -1
train_1820.jpg -1 -1 -1 -1 -1 1
train_1821.jpg -1 -1 -1 -1 -1 1
train_1822.jpg -1 1 -1 -1 -1 -1
train_1823.jpg 1 -1 -1 -1 -1 -1
train_1824.jpg -1 -1 -1 -1 1 -1
train_1825.jpg 1 -1 -1 -1 -1 -1
train_1826.jpg -1 -1 -1 1 -1 -1
train_1827.jpg -1 -1 -1 -1 1 -1
train_1828.jpg 1 -1 -1 -1 -1 -1
train_1829.jpg -1 -1 -1 1 -1 -1
train_1830.jpg -1 -1 -1 1 -1 -1
train_1831.jpg -1 -1 1 -1 -1 -1
train_1832.jpg -1 -1 1 -1 -1 -1
train_1833.jpg -1 1 -1 -1 -1 -1
train_1834.jpg -1 -1 -1 -1 -1 1
train_1835.jpg -1 -1 -1 1 -1 -1
train_1836.jpg -1 -1 -1 -1 1 -1
train_1837.jpg -1 -1 -1 -1 1 -1
train_1838.jpg -1 -1 -1 1 -1 -1
train_1839.jpg -1 -1 -1 1 -1 -1
train_1840.jpg -1 -1 -1 1 -1 -1
train_1841.jpg -1 -1 -1 -1 1 -1
train_1842.jpg -1 -1 -1 1 -1 -1
train_1843.jpg -1 1 -1 -1 -1 -1
train_1844.jpg -1 -1 1 -1 -1 -1
train_1845.jpg -1 -1 -1 -1 -1 1
train_1846.jpg -1 -1 -1 1 -1 -1
train_1847.jpg -1 -1 -1 -1 -1 1
train_1848.jpg -1 -1 -1 -1 -1 1
train_1849.jpg -1 -1 -1 -1 -1 1
train_1850.jpg 1 -1 -1 -1 -1 -1
train_1851.jpg 1 -1 -1 -1 -1 -1
train_1852.jpg 1 -1 -1 -1 -1 -1
train_1853.jpg 1 -1 -1 -1 -1 -1
train_1854.jpg -1 -1 -1 1 -1 -1
train_1855.jpg -1 1 -1 -1 -1 -1
train_1856.jpg -1 -1 1 -1 -1 -1
train_1857.jpg -1 -1 1 -1 -1 -1
train_1858.jpg -1 -1 -1 1 -1 -1
train_1859.jpg -1 -1 -1 -1 -1 1
train_1860.jpg -1 1 -1 -1 -1 -1
train_1861.jpg -1 -1 -1 -1 -1 1
train_1862.jpg 1 -1 -1 -1 -1 -1
train_1863.jpg -1 1 -1 -1 -1 -1
train_1864.jpg -1 1 -1 -1 -1 -1
train_1865.jpg -1 -1 -1 -1 1 -1
train_1866.jpg -1 -1 1 -1 -1 -1
train_1867.jpg -1 1 -1 -1 -1 -1
train_1868.jpg -1 -1 -1 -1 1 -1
train_1869.jpg -1 1 -1 -1 -1 -1
train_1870.jpg -1 -1 -1 -1 1 -1
train_1871.jpg 1 -1 -1 -1 -1 -1
train_1872.jpg -1 -1 -1 -1 1 -1
train_1873.jpg -1 1 -1 -1 -1 -1
train_1874.jpg 1 -1 -1 -1 -1 -1
train_1875.jpg -1 -1 1 -1 -1 -1
train_1876.jpg -1 1 -1 -1 -1 -1
train_1877.jpg 1 -1 -1 -1 -1 -1
train_1878.jpg 1 -1 -1 -1 -1 -1
train_1879.jpg 1 -1 -1 -1 -1 -1
train_1880.jpg -1 -1 -1 -1 1 -1
train_1881.jpg -1 -1 -1 -1 1 -1
train_1882.jpg -1 1 -1 -1 -1 -1
train_1883.jpg -1 1 -1 -1 -1 -1
train_1884.jpg -1 -1 -1 -1 -1 1
train_1885.jpg 1 -1 -1 -1 -1 -1
train_1886.jpg -1 -1 -1 -1 1 -1
train_1887.jpg -1 -1 -1 -1 1 -1
train_1888.jpg -1 -1 -1 1 -1 -1
train_1889.jpg -1 -1 1 -1 -1 -1
train_1890.jpg -1 1 -1 -1 -1 -1
train_1891.jpg 1 -1 -1 -1 -1 -1
train_1892.jpg -1 -1 -1 -1 -1 1
train_1893.jpg -1 -1 -1 1 -1 -1
train_1894.jpg -1 -1 -1 1 -1 -1
train_1895.jpg -1 1 -1 -1 -1 -1
train_1896.jpg -1 -1 1 -1 -1 -1
train_1897.jpg -1 -1 -1 -1 -1 1
train_1898.jpg 1 -1 -1 -1 -1 -1
train_1899.jpg -1 -1 1 -1 -1 -1
train_1900.jpg -1 -1 -1 -1 1 -1
train_1901.jpg -1 -1 1 -1 -1 -1
train_1902.jpg -1 -1 -1 1 -1 -1
train_1903.jpg -1 1 -1 -1 -1 -1
train_1904.jpg -1 -1 1 -1 -1 -1
train_1905.jpg -1 -1 -1 -1 -1 1
train_1906.jpg -1 -1 1 -1 -1 -1
train_1907.jpg -1 -1 1 -1 -1 -1
train_1908.jpg -1 -1 -1 1 -1 -1
train_1909.jpg -1 -1 -1 -1 -1 1
train_1910.jpg -1 -1 1 -1 -1 -1
train_1911.jpg -1 -1 -1 -1 -1 1
train_1912.jpg -1 -1 -1 -1 -1 1
train_1913.jpg -1 -1 -1 -1 -1 1
train_1914.jpg -1 -1 1 -1 -1 -1
train_1915.jpg -1 -1 -1 -1 1 -1
train_1916.jpg -1 -1 1 -1 -1 -1
train_1917.jpg -1 -1 -1 -1 -1 1
train_1918.jpg -1 -1 -1 1 -1 -1
train_1919.jpg 1 -1 -1 -1 -1 -1
train_1920.jpg -1 -1 -1 -1 -1 1
train_1921.jpg -1 -1 -1 -1 1 -1
train_1922.jpg -1 -1 -1 1 -1 -1
train_1923.jpg -1 -1 -1 -1 -1 1
train_1924.jpg 1 -1 -1 -1 -1 -1
train_1925.jpg -1 -1 -1 1 -1 -1
train_1926.jpg -1 -1 -1 1 -1 -1
train_1927.jpg 1 -1 -1 -1 -1 -1
train_1928.jpg -1 -1 1 -1 -1 -1
train_1929.jpg -1 -1 1 -1 -1 -1
train_1930.jpg -1 -1 -1 1 -1 -1
train_1931.jpg -1 -1 -1 -1 -1 1
train_1932.jpg -1 -1 1 -1 -1 -1
train_1933.jpg 1 -1 -1 -1 -1 -1
train_1934.jpg -1 -1 -1 -1 1 -1
train_1935.jpg -1 -1 -1 -1 -1 1
train_1936.jpg -1 -1 -1 -1 -1 1
train_1937.jpg -1 1 -1 -1 -1 -1
train_1938.jpg -1 -1 -1 -1 -1 1
train_1939.jpg 1 -1 -1 -1 -1 -1
train_1940.jpg -1 -1 -1 1 -1 -1
train_1941.jpg -1 -1 1 -1 -1 -1
train_1942.jpg -1 -1 1 -1 -1 -1
train_1943.jpg -1 -1 1 -1 -1 -1
train_1944.jpg -1 1 -1 -1 -1 -1
train_1945.jpg -1 -1 -1 -1 1 -1
train_1946.jpg -1 1 -1 -1 -1 -1
train_1947.jpg -1 -1 -1 -1 -1 1
train_1948.jpg -1 -1 -1 -1 1 -1
train_1949.jpg -1 -1 -1 1 -1 -1
train_1950.jpg -1 -1 -1 -1 1 -1
train_1951.jpg -1 -1 1 -1 -1 -1
train_1952.jpg -1 -1 1 -1 -1 -1
train_1953.jpg -1 -1 -1 -1 -1 1
train_1954.jpg -1 -1 1 -1 -1 -1
train_1955.jpg 1 -1 -1 -1 -1 -1
train_1956.jpg -1 1 -1 -1 -1 -1
train_1957.jpg -1 -1 -1 -1 -1 1
train_1958.jpg -1 1 -1 -1 -1 -1
train_1959.jpg -1 1 -1 -1 -1 -1
train_1960.jpg -1 1 -1 -1 -1 -1
train_1961.jpg -1 -1 -1 1 -1 -1
train_1962.jpg 1 -1 -1 -1 -1 -1
train_1963.jpg -1 -1 -1 -1 1 -1
train_1964.jpg -1 -1 -1 -1 -1 1
train_1965.jpg 1 -1 -1 -1 -1 -1
train_1966.jpg -1 -1 -1 -1 -1 1
train_1967.jpg -1 -1 -1 -1 -1 1
train_1968.jpg -1 -1 -1 -1 1 -1
train_1969.jpg -1 -1 -1 -1 1 -1
train_1970.jpg -1 -1 -1 -1 1 -1
train_1971.jpg -1 -1 1 -1 -1 -1
train_1972.jpg -1 -1 -1 -1 -1 1
train_1973.jpg -1 1 -1 -1 -1 -1
train_1974.jpg -1 -1 -1 -1 1 -1
train_1975.jpg 1 -1 -1 -1 -1 -1
train_1976.jpg -1 1 -1 -1 -1 -1
train_1977.jpg -1 -1 1 -1 -1 -1
train_1978.jpg -1 -1 1 -1 -1 -1
train_1979.jpg -1 -1 -1 -1 1 -1
train_1980.jpg -1 -1 1 -1 -1 -1
train_1981.jpg -1 -1 -1 1 -1 -1
train_1982.jpg -1 -1 1 -1 -1 -1
train_1983.jpg -1 1 -1 -1 -1 -1
train_1984.jpg -1 1 -1 -1 -1 -1
train_1985.jpg -1 1 -1 -1 -1 -1
train_1986.jpg -1 1 -1 -1 -1 -1
train_1987.jpg 1 -1 -1 -1 -1 -1
train_1988.jpg -1 -1 -1 -1 -1 1
train_1989.jpg 1 -1 -1 -1 -1 -1
train_1990.jpg -1 -1 -1 -1 -1 1
train_1991.jpg -1 -1 -1 -1 -1 1
train_1992.jpg -1 1 -1 -1 -1 -1
train_1993.jpg -1 -1 -1 1 -1 -1
train_1994.jpg -1 -1 -1 -1 1 -1
train_1995.jpg -1 -1 1 -1 -1 -1
train_1996.jpg 1 -1 -1 -1 -1 -1
train_1997.jpg -1 1 -1 -1 -1 -1
train_1998.jpg -1 -1 -1 -1 1 -1
train_1999.jpg -1 -1 -1 -1 -1 1
train_2000.jpg -1 -1 -1 -1 1 -1
train_2001.jpg -1 -1 -1 -1 1 -1
train_2002.jpg -1 -1 -1 -1 -1 1
train_2003.jpg -1 -1 1 -1 -1 -1
train_2004.jpg -1 -1 -1 1 -1 -1
train_2005.jpg -1 -1 -1 -1 1 -1
train_2006.jpg -1 -1 -1 1 -1 -1
train_2007.jpg -1 -1 -1 -1 1 -1
train_2008.jpg -1 -1 -1 -1 1 -1
train_2009.jpg -1 -1 -1 1 -1 -1
train_2010.jpg 1 -1 -1 -1 -1 -1
train_2011.jpg 1 -1 -1 -1 -1 -1
train_2012.jpg -1 -1 1 -1 -1 -1
train_2013.jpg -1 -1 -1 -1 -1 1
train_2014.jpg 1 -1 -1 -1 -1 -1
train_2015.jpg -1 1 -1 -1 -1 -1
train_2016.jpg 1 -1 -1 -1 -1 -1
train_2017.jpg -1 1 -1 -1 -1 -1
train_2018.jpg -1 -1 1 -1 -1 -1
train_2019.jpg -1 1 -1 -1 -1 -1
train_2020.jpg -1 -1 1 -1 -1 -1
train_2021.jpg -1 -1 -1 -1 -1 1
train_2022.jpg -1 1 -1 -1 -1 -1
train_2023.jpg -1 -1 1 -1 -1 -1
train_2024.jpg -1 -1 -1 -1 1 -1
train_2025.jpg -1 1 -1 -1 -1 -1
train_2026.jpg -1 1 -1 -1 -1 -1
train_2027.jpg 1 -1 -1 -1 -1 -1
train_2028.jpg -1 -1 1 -1 -1 -1
train_2029.jpg -1 -1 -1 -1 -1 1
train_2030.jpg -1 -1 -1 1 -1 -1
train_2031.jpg 1 -1 -1 -1 -1 -1
train_2032.jpg -1 -1 1 -1 -1 -1
train_2033.jpg -1 -1 1 -1 -1 -1
train_2034.jpg -1 -1 -1 -1 -1 1
train_2035.jpg -1 -1 -1 -1 1 -1
train_2036.jpg -1 1 -1 -1 -1 -1
train_2037.jpg -1 1 -1 -1 -1 -1
train_2038.jpg 1 -1 -1 -1 -1 -1
train_2039.jpg -1 -1 1 -1 -1 -1
train_2040.jpg 1 -1 -1 -1 -1 -1
train_2041.jpg -1 1 -1 -1 -1 -1
train_2042.jpg -1 -1 -1 -1 1 -1
train_2043.jpg 1 -1 -1 -1 -1 -1
train_2044.jpg -1 -1 -1 -1 1 -1
train_2045.jpg 1 -1 -1 -1 -1 -1
train_2046.jpg -1 -1 -1 -1 1 -1
train_2047.jpg -1 -1 -1 -1 -1 1
train_2048.jpg -1 1 -1 -1 -1 -1
train_2049.jpg -1 -1 -1 -1 -1 1
train_2050.jpg -1 -1 -1 -1 -1 1
train_2051.jpg -1 -1 1 -1 -1 -1
train_2052.jpg -1 -1 1 -1 -1 -1
train_2053.jpg 1 -1 -1 -1 -1 -1
train_2054.jpg -1 -1 -1 -1 -1 1
train_2055.jpg -1 -1 -1 -1 1 -1
train_2056.jpg 1 -1 -1 -1 -1 -1
train_2057.jpg -1 -1 -1 1 -1 -1
train_2058.jpg -1 1 -1 -1 -1 -1
train_2059.jpg -1 -1 -1 -1 1 -1
train_2060.jpg -1 -1 -1 -1 -1 1
train_2061.jpg -1 -1 -1 -1 1 -1
train_2062.jpg 1 -1 -1 -1 -1 -1
train_2063.jpg -1 -1 1 -1 -1 -1
train_2064.jpg -1 1 -1 -1 -1 -1
train_2065.jpg -1 -1 1 -1 -1 -1
train_2066.jpg 1 -1 -1 -1 -1 -1
train_2067.jpg -1 -1 -1 -1 1 -1
train_2068.jpg -1 -1 -1 1 -1 -1
train_2069.jpg -1 -1 -1 -1 -1 1
train_2070.jpg 1 -1 -1 -1 -1 -1
train_2071.jpg -1 -1 -1 -1 -1 1
train_2072.jpg -1 -1 -1 -1 1 -1
train_2073.jpg -1 -1 -1 1 -1 -1
train_2074.jpg 1 -1 -1 -1 -1 -1
train_2075.jpg -1 1 -1 -1 -1 -1
train_2076.jpg -1 -1 -1 1 -1 -1
